station,DIFF_TMAX,DIFF_TMIN,DIFF_PRCP,NRECORDS,TMAX,TMIN,PRCP
RSM00029587,7629986.68,4913421.42,1774250.6,22444,339.956633399,218.919150775,79.0523346997
CA008502800,5937135.41,6364751.8,1601647.58,17464,339.96423557,364.449828218,91.7113822721
CA001034440,4563738.87,1824322.78,3026919.76,13424,339.968628576,135.900087902,225.48567938
ASN00037034,957051.33,579748.45,220281.32,2815,339.98271048,205.949715808,78.2526891652
ASN00082083,15230693.29,6313916.4775,3853247.08833,44798,339.986010313,140.941927709,86.013819553
CA00850A131,461092.84,466095.59,81456.73,1356,340.038967552,343.728311209,60.0713348083
UZM00038553,5253741.65,2236486.77,1200778.58,15449,340.07001424,144.765795197,77.7253272056
ASN00007091,13127336.8072,5348490.47139,2678032.64788,38592,340.156944632,138.590652762,69.3934662075
USC00510115,12901020.0125,5969116.115,6750108.57581,37922,340.198829505,157.405097701,177.999804225
SG00000O067,5169383.81,1988114.21,1943842.72,15195,340.202948996,130.840026983,127.92647055
FMC00914665,1086615.19,815807.47,1303606.35,3194,340.205131497,255.418744521,408.142251096
CA003074780,1350289.6,788838.94,387756.58,3969,340.209019904,198.750047871,97.6962912572
BNM00065338,3804529.26,2355303.85,1654315.93,11182,340.236921839,210.63350474,147.944547487
USS0005G05S,3502955.93972,3541924.08444,768683.147222,10293,340.324097904,344.109985859,74.6801852931
MX000004011,6205143.62,2466723.14,3124626.46,18232,340.3435509,135.296354761,171.381442519
CA006043458,2403849.2,1206836.4,575737.14,7063,340.343933173,170.867393459,81.5145320685
BRM00082915,306996.91,147568.05,154286.93,902,340.351341463,163.60094235,171.04981153
IDM00097700,1339351.02,735114.79,245165.11,3935,340.368747141,186.81443202,62.3037128335
ARM00087641,1066256.97,576232.34,353415.1,3132,340.439645594,183.982228608,112.840070243
PKM00041768,2838302.87,840901.56,727191.35,8337,340.446547919,100.863807125,87.2245831834
ASN00058174,14544161.83,6195749.37,6919736.46611,42720,340.453226358,145.031586376,161.978849862
ASN00033014,10595926.38,5155243.36,4106105.565,31123,340.453246152,165.64095235,131.931547891
RSM00027758,4286797.08,2078728.66,999757.99,12588,340.546320305,165.13573721,79.4215117572
ASN00026045,15588684.16,6154142.26,3305964.08169,45775,340.550172802,134.443304424,72.2220443842
IV000005562,7124662.4,4026911.63,3208558.71,20919,340.583316602,192.500197428,153.380119031
ASN00052026,16195825.8025,8929001.585,4309323.595,47541,340.670701132,187.816865127,90.6443616037
RSM00027331,3304929.57,1528066.11,799944.59,9701,340.679267086,157.516349861,82.4600134007
ASN00099017,134925.2,57664.92,38937.95,396,340.72020202,145.618484848,98.3281565657
RSM00031295,8801238.85,7003813.17,2310741.69,25829,340.750274885,271.160833559,89.4630721282
US1CAMR0002,20446.44,8870.14,8989.46,60,340.774,147.835666667,149.824333333
BOM00026759,6274130.44,2852634.95,1565722.44,18411,340.781621856,154.941879854,85.0427700831
ASN00039218,13266673.32,5969832.12,5139170.87771,38925,340.826546435,153.367556069,132.027511309
AR000087065,5155138.59,2775029.47,1182382.79,15124,340.858145332,183.48515406,78.1792376355
TX000038791,6069476.48,2559613.0,1299753.1,17804,340.905216805,143.76617614,73.0034318131
ASN00075147,580611.55,240846.22,123016.98,1703,340.934556665,141.424674105,72.2354550793
USR0000UPRC,3124871.08556,1143958.6075,641411.42,9165,340.957019701,124.818178669,69.9848794326
RSM00030971,8352181.5,8097540.53,1963506.76,24496,340.961034455,330.565828298,80.156219791
ASN00068171,17227991.19,7094170.19,7676844.39841,50520,341.013285629,140.423004553,151.956539953
BR047307540,2126963.5,882330.48,1045517.96,6237,341.023488857,141.467128427,167.631547218
ASN00072162,11901496.0,5147699.11,4341281.85729,34898,341.03662101,147.506994957,124.399159187
USS0020G02S,3747139.51078,1876657.54683,864862.299239,10987,341.052108017,170.80709446,78.7168744188
ASN00063149,10315603.4,4642906.65,3452640.92677,30238,341.147013691,153.545427938,114.182185554
IRM00040875,2712811.58,1212665.92,774005.93,7952,341.148337525,152.498229376,97.3347497485
FIE00146753,41962.08,38911.69,6950.62,123,341.155121951,316.355203252,56.5091056911
UY000001768,4717761.92,2046968.19,2326462.92139,13828,341.174567544,148.030676164,168.242907245
MX000026101,6334107.33,909196.83,2296180.59,18565,341.185420415,48.9737048209,123.68330676
RSM00029576,8046296.78,4508835.28,1841858.3,23582,341.20501993,191.198171487,78.1044143839
CA003073140,3897405.54,4018188.59,919096.14,11422,341.219185782,351.79378305,80.467180879
ASN00070161,17885832.8625,8295984.955,4343299.61841,52410,341.267560819,158.290115531,82.8715821104
ASN00081003,17193130.09,7050814.37,3975034.20833,50370,341.336710145,139.980432202,78.9167005824
CA001162580,8890077.81,3821825.44,2030330.89,26044,341.348403087,146.744948549,77.9577211642
CA003064282,4146727.74,2360625.52,1352413.655,12148,341.350653606,194.322153441,111.328091455
CA001192946,5415341.77,4826078.2,1267562.22,15862,341.403465515,304.254078931,79.9118787038
RSM00025932,7020325.46,5757567.94,1558191.22,20562,341.422306196,280.010112829,75.7801390915
ARM00087679,901414.19,407822.4,273072.51,2639,341.574153088,154.536718454,103.475752179
RSM00030879,15311029.28,19606540.32,3684697.65,44821,341.603919591,437.440938846,82.2091798487
ARM00087637,1402031.62,651697.4,497801.54,4104,341.625638402,158.795662768,121.29667154
KZ000036335,10118656.92,5141137.43,6024319.07,29616,341.661835494,173.593241153,203.414339209
TH000048351,7208818.03,3313771.9,4055351.36,21097,341.698726359,157.073133621,192.224077357
ARM00087909,4263610.19,2074838.03,1026776.62,12476,341.744965534,166.306350593,82.3001458801
ASN00023887,15528286.6075,6069807.91667,3410350.81639,45433,341.784311128,133.59910014,75.0632979638
CA00302CCDB,1598627.97,661734.15,332849.28,4677,341.806279666,141.486882617,71.1672610648
ASN00055145,15458145.12,7187077.81,4370694.20139,45222,341.827984609,158.928791517,96.6497324618
CA008401080,114532.19,46745.33,38263.05,335,341.887134328,139.538298507,114.218059701
ASN00063285,17044803.13,7037764.91,6754956.96397,49852,341.908110607,141.173170786,135.50021993
CA00704C64L,1156342.39,1519591.88,238537.56,3382,341.910819042,449.31752809,70.5315079834
CA006119M51,3873834.15,1325132.5,960743.56,11329,341.939637214,116.96817901,84.8039156148
US1CAMT0008,21885.19,9585.43,4732.83694444,64,341.95609375,149.77234375,73.9505772569
RSM00031299,5918730.9,2638764.68,1463744.2,17307,341.984798059,152.468058011,84.5752701219
ASN00023876,15607193.6125,6165050.6275,3448350.23186,45632,342.023001676,135.103669081,75.5686849549
CYE00100065,11382186.71,4530181.71,5298897.69,33267,342.146472781,136.17644242,159.283905672
CA008502875,1997196.8,1821233.13,425175.63,5837,342.161521329,312.01526983,72.8414647936
RSM00031521,7052858.22,5857988.21,2005626.35,20611,342.189035952,284.216593567,97.3085415555
ASN00086147,8433914.88,3336550.94,2323072.5175,24644,342.229949683,135.389991073,94.2652376846
USC00124867,8739341.45,3693960.91,3062961.5175,25536,342.23611568,144.656990523,119.946801281
CA005030334,135545.21,48304.24,48186.84,396,342.285883838,121.98040404,121.683939394
RSM00031474,8987506.49,9746928.15,2433428.68,26256,342.302958943,371.226696755,92.6808607556
ASN00029039,10553996.35,5656709.56,7779531.59,30826,342.373202816,183.504494907,252.369155583
USC00033228,2518536.07,1019929.22,1257782.43,7356,342.378476074,138.652694399,170.987279772
ASN00066101,14984923.7386,6213176.99083,6376661.53201,43762,342.41862206,141.976531942,145.712296788
ASN00082082,13258410.1,5624160.42,3441142.63312,38714,342.470685024,145.274588521,88.8862590568
USC00275013,5632195.31,2535289.93,2104948.75,16444,342.507620409,154.177203235,128.007099854
ASN00063108,15017453.4764,6440224.87056,4106660.8579,43842,342.535775658,146.896238095,93.6695601912
ASN00061096,15144572.84,6246033.71,6282645.0775,44212,342.544396092,141.274624763,142.102711425
ASN00055195,16662267.12,7223750.57,4610689.92911,48640,342.563057566,148.514608758,94.7921449241
USC00404881,14869397.3375,5724435.175,5994637.27113,43403,342.589160599,131.890311154,138.115735574
USC00258545,3567240.02,1673965.07,1044773.2,10410,342.674353506,160.803560999,100.362459174
ASN00014706,1280988.02,523879.16,976147.32,3736,342.876879015,140.224614561,261.28140257
ASN00076046,14024689.28,5723711.7,2975033.1631,40901,342.893554681,139.940629813,72.7374187207
BRM00083309,123125.66,54336.17,88009.93,359,342.968412256,151.354233983,245.153008357
RSM00027799,4916243.42,1989845.91,1113348.66,14332,343.025636338,138.839374128,77.682714206
ASN00032004,15347544.73,7378507.99,10447713.2358,44740,343.038550067,164.919713679,233.52063558
NZM00093678,1477310.21,712875.09,365365.55,4306,343.08179517,165.55389921,84.8503367394
ASN00056217,14881214.94,6459823.17,4371814.14038,43375,343.082765187,148.929640807,100.791104101
EN000026226,4784655.31,2080643.12,1018967.74,13946,343.084419188,149.192823749,73.0652330417
BRM00083618,134849.18,68023.17,54910.29,393,343.127684478,173.086946565,139.720839695
US1VAFL0001,97451.11,36340.0,18938.04,284,343.137711268,127.957746479,66.6832394366
USC00431565,573131.99,316622.0,193354.25,1670,343.192808383,189.594011976,115.780988024
GG000037175,6892311.32444,3017606.21278,3211907.55861,20080,343.242595839,150.279193863,159.955555708
CA005031511,813173.63,661523.76,242279.5,2369,343.256070072,279.2417729,102.270789363
CA003022325,5287863.21,2833620.92,1204987.03,15405,343.25629406,183.941637131,78.2205147679
ARM00087640,1804922.11,819055.03,768228.59,5258,343.271607075,155.773113351,146.106616584
IN003050500,12098085.14,4633928.85,10200790.8642,35242,343.285997957,131.488815901,289.449828734
USC00014895,4807541.98,1972069.16,2544280.27,14000,343.395855714,140.862082857,181.734305
CA003012740,375345.49,157806.08,73496.88,1093,343.408499543,144.37884721,67.2432570906
ASN00084057,7493264.39,3347052.59,2260638.8125,21815,343.491377034,153.428952097,103.627724616
ASN00094191,3315577.4,1408431.24,710081.32,9652,343.511956071,145.921181102,73.5683091587
PEM00084515,4853346.39,2407240.27,3175971.49,14127,343.551100021,170.399962483,224.815706803
CA006010739,2004665.05,2586035.68,436398.2,5835,343.558706084,443.193775493,74.7897514996
US1CAHM0040,21648.69,9395.43,5224.98958333,63,343.63,149.133809524,82.9363425926
US1CALK0009,21648.69,9395.43,5534.05,63,343.63,149.133809524,87.8420634921
US1CACC0010,21648.69,9395.43,4831.90263889,63,343.63,149.133809524,76.696867284
RSM00029848,7503405.01,3854409.25,1705526.99,21833,343.672651949,176.540523519,78.1169326249
ASN00023007,15724079.7615,6258890.98799,3353277.80697,45741,343.76335807,136.833278415,73.3101114311
ASN00012206,403619.42,165434.29,82291.32,1174,343.798483816,140.915068143,70.0948211244
CA007093715,3962997.44,4971082.18,976148.39,11527,343.801287412,431.255502733,84.6836462219
CA006061263,1764111.36,831428.85,448082.43,5131,343.814336387,162.040313779,87.3284798285
ASN00082072,15582154.67,6447767.0,4089114.1391,45320,343.82512511,142.271999117,90.2275847109
US1CALA0051,21318.53,9387.99,5481.31,62,343.847258065,151.419193548,88.4082258065
CA003060045,1820509.04,1480957.9,612416.15,5293,343.946540714,279.795560174,115.703032307
ASN00091282,13136557.18,5432289.05,3666720.83201,38192,343.960965124,142.236307342,96.0075626311
VMW00041030,178194.52,76703.04,81782.95,518,344.004864865,148.075366795,157.882142857
VQC00671620,858488.16,419569.66,339726.45,2495,344.083430862,168.164192385,136.162905812
GMM00010289,704723.32,191698.59,114918.08,2048,344.103183594,93.6028271484,56.11234375
FIE00145937,4265199.13,2416816.64,902556.31,12395,344.106424365,194.983189996,72.8161605486
ARM00087548,4638450.24,2065095.75,1995472.87,13479,344.124210995,153.208379702,148.043094443
CA003015879,1541019.39,762598.65,425933.11,4478,344.131172398,170.298939259,95.1168177758
ARM00087938,3223834.99,1659562.94,852785.15,9368,344.132684671,177.152320666,91.031719684
CA008502200,953675.55,926466.78,283892.74,2771,344.162955612,334.343839769,102.451367737
AJ000037639,3009822.19,1279175.32,769011.03,8745,344.176351058,146.275050886,87.9372246998
USC00276410,364533.52,109182.46,157415.79,1059,344.224287063,103.099584514,148.645694051
AJ000037866,3406808.52,1427624.32,800079.18,9897,344.226383753,144.24818834,80.8405759321
CA002100941,4917786.3525,8041453.5625,1024896.79,14286,344.238159912,562.890491565,71.7413404732
FIE00142846,5510860.24,2472318.37,1217579.71752,16007,344.278143312,154.452325233,76.065453709
RSM00022292,10674657.8,9885024.86,2212103.05,31001,344.332692494,318.861483823,71.3558611013
USC00441570,4666975.91,1883451.32,1746166.925,13553,344.350026562,138.9693293,128.839882314
KZ000036761,4663265.4,2173089.72,1059476.93,13542,344.355737705,160.470367745,78.2363705509
RSM00037473,3229799.16,1343700.37,741734.27,9378,344.401701855,143.282189166,79.0930123694
ASN00044102,544503.81,223387.03,109616.81,1581,344.404686907,141.294769133,69.3338456673
ASN00082016,16028755.4825,6570220.385,3701309.43618,46536,344.437757489,141.185756941,79.5364757646
ASN00086298,17887797.3775,6990426.2475,4491466.61684,51932,344.446533496,134.60729892,86.4874569983
TZM00063870,2414375.27,1240527.48,1445100.26,7009,344.467865601,176.990652019,206.177808532
ASN00048179,241153.65,105357.55,35689.54,700,344.505214286,150.510785714,50.9850571429
GG000037409,4711718.1075,2080027.93,1175194.78222,13676,344.524576448,152.093297017,85.9311774073
ASN00012208,390374.22,160284.43,63507.29,1133,344.54917917,141.469046778,56.0523300971
BR036378670,2002108.06,836531.29,1005624.49,5810,344.59691222,143.981289157,173.085110155
RSM00022106,8439201.64,4900760.71,1952377.63,24490,344.597861984,200.112728052,79.7214222131
GLM00004390,5178225.0,2578422.26,2264709.14,15026,344.617662718,171.597381871,150.719362438
KZ000038334,7761995.41,3438481.4,2135459.22,22522,344.640591866,152.672116153,94.8165891129
ASN00014159,6951072.74556,3878111.10139,3514652.96313,20169,344.641417302,192.280782458,174.26014989
CA005062730,378765.23,515371.84,96103.93,1099,344.645341219,468.946169245,87.4467060965
ASN00048169,911716.89,377893.17,215380.2,2645,344.694476371,142.870763705,81.4291871456
CA007093716,3712216.12,3874624.55,913206.7,10768,344.745182021,359.827688522,84.8074572808
ASN00013023,293379.56,111943.28,37316.46,851,344.746839013,131.543219741,43.8501292597
ASN00024511,15729174.39,6176099.67,3427335.26472,45618,344.801928844,135.387339866,75.1312040143
IN018101300,12634861.81,4902578.45,6562657.27214,36642,344.819109492,133.796693685,179.1020488
BR036885570,1331257.15,557021.05,829339.4,3860,344.885272021,144.305971503,214.854766839
ASN00019037,16370979.1586,6683745.63111,3345520.2205,47463,344.920868015,140.820125806,70.4869102353
USC00271552,3596662.04,1573477.7,1164831.51,10427,344.937377961,150.904162271,111.713005658
CI000085874,4174467.57,2337531.71,1410285.87,12102,344.940304908,193.152512808,116.533289539
ARM00087645,4374066.21,1997426.71,1811216.58,12680,344.957902997,157.525765773,142.84042429
MX000012116,5305818.13,1420738.26,1996915.73,15380,344.981672952,92.3756996099,129.838473992
IV000005528,4394774.47,1731211.95,2521959.62,12738,345.01291176,135.909243994,197.987095305
TX000038408,2570069.09,1121942.72,519452.63,7449,345.02202846,150.616555242,69.7345455766
RSM00030713,7114817.36,4924897.24,1646358.44,20621,345.027756171,238.829214878,79.8389234276
ASN00016025,13320404.69,5773531.42,2750263.86076,38602,345.070325113,149.565603337,71.24666755
CT000004661,4274474.69,1115139.2,2431626.63,12383,345.188943713,90.0540418315,196.368136154
ASN00091033,13690602.13,5694821.57,4268207.0225,39654,345.251478539,143.612789882,107.636228943
TI000038867,1978801.51,853266.03,474760.39,5731,345.280319316,148.886063514,82.8407590298
IDM00096749,2517506.05,1420259.58,657324.38,7291,345.289541901,194.79626663,90.1555863393
CA004024121,2075446.67,959177.94,488288.15,6010,345.332224626,159.596995008,81.2459484193
ASN00091094,9833869.37,3890922.13,2480463.2,28473,345.375245671,136.653044288,87.1163277491
CA005021687,4414119.95,2646626.21,1146920.75,12776,345.500935348,207.156090326,89.7715051659
USC00111236,8512485.13,3879385.04,2812106.28931,24638,345.502278188,157.455355142,114.136954676
ASN00014253,4262382.22,2223876.58,2861333.9125,12336,345.523850519,180.275338846,231.949895631
VE000080450,5938846.33,3680806.03,2611538.56,17185,345.583144021,214.187141693,151.966165842
ASN00016032,12424317.88,5302146.07,2600099.08,35951,345.590327946,147.48257545,72.3234146477
ASN00017123,1673207.98,979280.64,325828.44,4840,345.704128099,202.330710744,67.3199256198
ASN00088075,16509412.29,6778453.9,3796216.84835,47751,345.739613621,141.954176876,79.5002585988
USC00068324,133492.83,53153.84,39344.32,386,345.83634715,137.704248705,101.928290155
CA003071966,237277.76,224484.88,33103.96,686,345.885947522,327.237434402,48.2565014577
KZ000036821,7807872.28,3693057.17,1594090.74,22571,345.924960347,163.619563599,70.6256142838
ASN00003057,5630428.95,3185362.99,2892668.65,16276,345.93444028,195.709203121,177.726016835
GG000037308,7172563.67,3050919.21,2737932.175,20733,345.949147253,147.152810013,132.05672961
TO000005361,6779094.25,2985397.2,3203341.28,19594,345.978067265,152.362825355,163.485826273
ASN00074113,11486019.08,4885462.87,2730842.2025,33196,346.006117605,147.170227437,82.2641945566
ASN00006105,3464438.3,1448945.58,754493.66,10012,346.028595685,144.720892928,75.3589352777
IN022043500,1491707.35,732038.17,5188456.08,4310,346.103793503,169.846443155,1203.81811601
ASN00023338,15683777.5375,6289150.7725,3417775.27808,45313,346.12092639,138.793520016,75.4259324714
ASN00096034,8899199.97,3725694.6,5298876.37389,25707,346.178082623,144.929186603,206.125816855
ASN00070077,15530133.56,6587624.66,3914808.52289,44861,346.183401173,146.845247765,87.2652977618
ASN00091334,9824081.89,4221056.78,3797064.26,28378,346.186549087,148.743984072,133.80309606
CA004069019,105243.26,171362.93,16152.27,304,346.194934211,563.693848684,53.1324671053
ASN00010514,13304685.29,5400468.3,2694551.80235,38430,346.205706219,140.527408275,70.1158418515
ASN00055156,16624650.23,7163497.1325,4452753.77545,48018,346.217048399,149.183579751,92.7309295567
RSM00034748,4645827.0,1941860.7,1140804.02,13416,346.290026834,144.742151163,85.0330963029
ASN00080100,15394095.9,6355023.07,3545462.77806,44451,346.316076129,142.966931453,79.761147737
ASN00089000,18365307.72,7277199.76,4251220.59,53030,346.319210258,137.227979634,80.1663320762
USC00278785,419763.47,165985.94,98877.82,1212,346.3394967,136.95209571,81.582359736
US1CAHM0054,21127.11,8940.98,5725.0575,61,346.346065574,146.573442623,93.8534016393
ASN00037108,452331.13,138598.15,140514.19,1306,346.348491577,106.124157734,107.5912634
ASN00061288,16023859.87,6475795.61,5573882.42813,46256,346.416894457,139.999040341,120.500744295
ASN00009781,13166419.4575,5245657.27,3353237.53987,38007,346.420908188,138.018187965,88.2268408417
BOM00026749,3482768.25,1561814.47,823229.66,10053,346.440689346,155.358049339,81.8889545409
ASN00097029,577537.68,225553.61,295065.84,1667,346.453317337,135.305104979,177.004103179
CA003013132,748434.33,410827.47,170864.08,2160,346.497375,190.197902778,79.1037407407
RSM00023867,9130748.81,11297699.07,1989628.6,26350,346.517981404,428.755182922,75.5077267552
ASN00064033,16407380.125,7298458.0325,5318614.75917,47344,346.55669409,154.158035496,112.339784538
ASN00042037,15421983.43,7883124.98,3863152.49685,44500,346.561425393,177.148875955,86.8124156595
GG000037552,7136635.16694,3134582.99083,1647194.49104,20590,346.606856092,152.238124858,79.999732445
RSM00022446,7696307.19,3618743.72,1662577.94,22204,346.618050351,162.977108629,74.8774067736
US1CASN0048,21837.05,9517.11,5009.14965278,63,346.61984127,151.065238095,79.5103119489
GMW00034197,243351.04,105042.24,81974.19,702,346.653903134,149.632820513,116.772350427
ASN00091160,2601315.55,1149286.6,1196789.055,7503,346.703391977,153.176942556,159.508070772
CA003013993,933384.93,548126.51,244044.85,2692,346.725456909,203.613116642,90.6555906389
ASN00082114,16428490.62,6807070.05,4250532.225,47363,346.863387454,143.721260266,89.7437287545
CA006026853,148111.57,92334.61,63341.37,427,346.865503513,216.24030445,148.340444965
CA003071860,1747163.11,1240288.67,507714.59,5037,346.865814969,246.235590629,100.797020052
ASN00044081,15552792.025,9169495.7125,3832165.55972,44835,346.889528828,204.516465094,85.4726343197
ASN00018139,11233145.94,4749178.48,2372810.39,32381,346.905467404,146.665590315,73.2778601649
ASN00087044,16578654.47,6657386.7,3677570.93024,47783,346.957170333,139.325423268,76.9640024745
LAM00048930,3585145.19,1443097.33,839443.71,10332,346.994307975,139.672602594,81.2469715447
USC00438633,239449.67,90277.36,89113.95,690,347.028507246,130.836753623,129.150652174
RSM00031561,6701873.85,4552633.27,1791404.99,19312,347.031578811,235.741159383,92.7612360191
RSM00029477,8096264.94,4709453.97,1798771.59,23328,347.062111626,201.879885545,77.1078356481
MX000076644,4533051.35,1893027.05,2040989.89,13061,347.067709211,144.937374627,156.265974275
US1CANV0028,22561.19,9813.44,5233.25173611,65,347.095230769,150.976,80.5115651709
US1CAMT0022,22561.19,9813.44,5054.97400833,65,347.095230769,150.976,77.7688308974
RS000027891,5225622.03,2136181.2,1167793.41,15055,347.102094321,141.89181003,77.5684762537
NSM00081225,4268976.84,2052976.54,2831906.05,12296,347.184193234,166.962958686,230.311162167
AM000037704,2640603.5,1155335.76,620108.94,7605,347.219395135,151.91791716,81.5396370809
ASN00065111,15714703.2914,6640405.925,3888924.75596,45257,347.232545051,146.726604172,85.9297955225
ASN00051140,3685018.03,1704796.86,1054845.27,10612,347.25009706,160.648026762,99.4011750848
MAM00067045,1741625.32,986139.62,1200362.46,5015,347.283214357,196.63800997,239.354428714
CT000004655,4731642.25,1493427.48,2684285.22,13624,347.301985467,109.617401644,197.026219906
ASN00086252,13434614.51,5558148.62,3428504.26287,38681,347.318179726,143.691957809,88.6353574849
ARM00087576,4928499.96,2173546.18,2122368.77,14190,347.322054968,153.174501762,149.567918957
ASN00073085,15389915.08,6799112.96,3868801.75764,44305,347.362940526,153.461527141,87.3220123607
ASN00081049,15723147.01,6481145.18,3703611.13654,45256,347.426794458,143.210738466,81.8369086208
ASN00058102,17522519.3247,7440962.48833,7350592.99042,50429,347.469101603,147.553242942,145.761228468
USW00026633,2195761.33,1385742.69,502205.6,6319,347.485572084,219.297782877,79.4754866276
ARM00087765,4789226.37,2622829.77,1497524.82,13781,347.523864016,190.322166026,108.665903781
CA004019082,3570374.44,2712046.3,873649.55,10272,347.583181464,264.023198988,85.0515527648
ASN00027048,166860.27,121852.22,194716.72,480,347.6255625,253.858791667,405.659833333
ASN00010813,12294558.74,5099786.66,2556443.56958,35366,347.63780863,144.200267489,72.2853466487
AJ000037740,6574923.49,2928626.87,2110409.82,18911,347.677197927,154.863670351,111.596944635
ASN00047055,137694.21,57259.51,34523.1,396,347.712651515,144.594722222,87.1795454545
ASN00079028,16124524.36,6440343.82,3464179.7425,46364,347.78113105,138.908287033,74.7170162734
GG000037279,6926442.24,2919708.67,3643271.84,19916,347.782799759,146.601158365,182.931906005
CSM00078760,1840483.74,948165.71,2730023.98,5292,347.786043084,179.169635299,515.877547241
CA002203315,728612.34,786505.03,187693.93,2095,347.786319809,375.420062053,89.5913747017
CA001010774,9748683.3525,3670096.895,5427891.445,28029,347.807033876,130.939273431,193.652697028
IDM00096933,4871370.3,2485704.34,1312480.92,14005,347.830796144,177.486921814,93.7151674402
IN009130500,13245232.9925,5263462.4075,5016799.45607,38074,347.881309883,138.242958646,131.7644444
RSM00023412,9253796.12,10001380.85,1924032.37,26598,347.91323107,376.020033461,72.3374828935
CA001085280,4610930.29,2297993.59,1103756.77,13252,347.942219288,173.407303803,83.2898256867
ASN00061259,16445611.985,6815614.11,6321335.37736,47261,347.974270223,144.212228053,133.753737275
US1NYES0001,23326.24,10235.86,8041.02,67,348.152835821,152.774029851,120.015223881
ASN00033157,13192701.2125,6047804.35,12307384.5853,37893,348.156683622,159.602152113,324.793090684
CT000004660,4563638.94,1756644.0,2539191.78,13108,348.156769912,134.013121758,193.71313549
BR036190520,1170557.34,500356.2,511605.59,3362,348.172914932,148.826948245,152.172989292
USC00412978,414332.68,156368.32,110161.8325,1190,348.178722689,131.40194958,92.5729684874
BR058305940,1695073.35,710039.73,648971.34,4868,348.207343878,145.858613394,133.313751027
USC00036403,6676253.19,2784459.99,3061887.15,19168,348.302023685,145.266067926,159.739521598
BC000068026,7008123.1,3233745.24,2161295.77,20116,348.38551899,160.754883675,107.441627063
ASN00066136,635806.92,263069.57,278865.5,1825,348.387353425,144.147709589,152.803013699
CA005061646,4668844.57,6386906.64,1105760.08,13400,348.421236567,476.634823881,82.5194089552
BR047341980,2003954.74,847790.4,713500.147778,5751,348.453267258,147.416171101,124.06540563
ARM00087852,2585995.52,1450273.25,562052.52,7421,348.469952837,195.42827786,75.7381107667
USC00154848,12440811.01,4948774.81,3625953.23463,35694,348.540679386,138.644444725,101.584390503
IN019120700,3394304.14,1524545.93,831740.5,9733,348.74182061,156.636795438,85.4557176616
RSM00023207,4567203.26,2513861.61,959413.63,13094,348.801226516,191.985765236,73.2712410264
RSM00030618,4810331.1,2998788.59,1158402.78,13791,348.802197085,217.445333188,83.9970110942
ASN00093025,14054641.39,6004813.72,3222367.36263,40293,348.810994217,149.028707716,79.9733790641
BNM00065330,3998712.08,1994371.19,1943830.86,11463,348.836437233,173.98335427,169.574357498
IRM00040879,2149746.11,842531.65,456752.27,6162,348.871488153,136.730225576,74.1240295359
ASN00006018,13782401.58,5761087.94,3015357.06646,39505,348.877397291,145.831867865,76.3284917468
CA004052175,1804428.24,915511.95,358904.2875,5172,348.884037123,177.013138051,69.3937137471
RQC00663145,3352815.99,1679580.78,1185002.31,9608,348.960864904,174.810655704,123.33496149
ASN00005092,353524.76,190948.8,81427.04,1013,348.987917078,188.498321816,80.3820730503
ASN00073054,12744303.07,5492934.83,3075830.4825,36516,349.005999288,150.425425293,84.2324044939
ASN00094077,14023913.43,5938789.84,3226667.79322,40180,349.02721329,147.804625187,80.3053208864
CA005061460,902506.68,1211175.34,168411.11,2585,349.13217795,468.539783366,65.1493655706
IN023480500,11348417.23,4275387.88,8144436.26181,32499,349.19281301,131.554444137,250.605749771
ARM00087506,4498609.28,2445036.75,1372189.19,12881,349.243791631,189.817308439,106.528156975
ASN00062101,17472983.25,7559031.6125,4815416.92964,50025,349.285022489,151.10507971,96.2602084886
ASN00055300,51349.11,18957.92,24456.21,147,349.313673469,128.965442177,166.36877551
ASN00008093,13119118.8769,5561965.82417,2778014.06591,37554,349.340120279,148.105816269,73.9738527429
ASN00003025,4259050.42,2721888.03,2595772.85,12188,349.446211027,223.3252404,212.977752708
ASN00020021,15996924.3106,6629232.88861,3233974.78792,45771,349.499121945,144.834783785,70.6555414547
ASN00041253,14000346.17,6163979.06,4831299.82056,40054,349.536779598,153.891722674,120.619658974
BR037254750,1848854.01,781222.46,1171948.93,5289,349.565893364,147.707025903,221.582327472
RSM00034727,4656946.92,1933590.7,1129123.87,13321,349.594393814,145.153569552,84.7626957436
PEM00084425,3266049.94,1691544.47,1936255.83,9341,349.646712343,181.088156514,207.28571138
ARM00087416,3359833.86,1618219.89,854347.18,9609,349.654892288,168.406690603,88.9111437194
USC00018285,8609202.46,3587865.06,3883184.96936,24621,349.669081678,145.723774826,157.718409868
IVM00065536,3156702.84,1603402.96,1650783.91,9027,349.695672981,177.623015398,182.871818987
GG000037602,3431097.81,1530424.0,800143.4975,9811,349.719479156,155.99062277,81.555753491
AJ000037936,7682014.39,3174820.35,1925478.69,21961,349.802576841,144.566292519,87.6771863758
ASN00091115,116843.26,47036.65,26029.73,334,349.83011976,140.828293413,77.9333233533
VQC00671333,862167.1,360289.0,443539.08,2464,349.905478896,146.221185065,180.007743506
ASN00084085,7810643.9,3347126.66,3201215.19861,22321,349.923565252,149.954153488,143.417194508
RSM00029068,4201227.4,2770382.84,1030290.8,12006,349.927319673,230.749861736,85.814659337
PEM00084673,3243474.45,850144.53,1224763.09,9267,350.002638394,91.7389155066,132.163924679
