,year,tmax,max_tmax,std_tmax,min_tmax,std_tmin,min_tmin,tmin,max_tmin,continent,period
258,1998,10.3,37.7,9.63017117687,-35.2,9.32833065567,-42.65,3.66666666667,22.8,Europa,1970-2015
259,1999,10.65,36.4,10.2227497069,-46.0,9.19797275661,-49.5,3.6,21.0,Europa,1970-2015
260,2000,11.4,38.2,8.82000768995,-30.0,7.87994764226,-34.8,4.7,24.2,Europa,1970-2015
261,2001,10.6,36.0,10.0856933459,-31.6,9.36874752957,-40.9,3.6,21.7,Europa,1970-2015
262,2002,10.9,37.5,10.2224378659,-33.3,9.31183933796,-39.75,3.5,22.3,Europa,1970-2015
263,2003,10.3,38.8,10.594474369,-35.7,9.52012672002,-41.3,3.0,24.5,Europa,1970-2015
264,2004,10.5666666667,35.6,9.31156521172,-29.4,8.53048030517,-34.9,3.4,21.1,Europa,1970-2015
265,2005,11.5,34.9,9.61877147592,-22.0,8.63070825229,-35.2,3.9,21.5,Europa,1970-2015
266,2006,11.5,37.3,10.4754771279,-35.3,9.40080487381,-38.8,4.27083333333,22.1,Europa,1970-2015
267,2007,11.4,38.8,9.26631120522,-29.0,8.36087066585,-38.8,4.1,26.0,Europa,1970-2015
268,2008,10.4,36.6,8.57200758827,-24.2,7.23156125547,-33.2,3.6,20.9,Europa,1970-2015
269,2009,10.8,36.6,9.90371193787,-30.5,8.6394295638,-36.6,3.5,20.8,Europa,1970-2015
270,2010,9.9,38.2,11.4212254626,-34.4,10.4369476854,-41.3,2.7,24.0,Europa,1970-2015
271,2011,11.8,37.9,9.75405452693,-31.5,8.89057101543,-40.2,4.2,21.3,Europa,1970-2015
272,2012,10.5333333333,38.3,10.1392766241,-37.7,9.17611071574,-40.5,3.8,22.6,Europa,1970-2015
273,2013,10.15,37.7,9.77911276428,-30.1,8.90919126003,-38.2,3.8,22.9,Europa,1970-2015
274,2014,11.7,35.8,9.47662892453,-33.0,7.96496997007,-39.8,4.4,22.4,Europa,1970-2015
275,2015,11.5,38.9,8.60489645543,-35.0,7.25842344202,-38.0,4.1,23.5,Europa,1970-2015
276,1970,8.48571428571,33.4,10.1390381847,-37.9,9.37563769518,-43.2,2.1,20.8,Europa,1970-2015
277,1971,9.2,35.7,9.46183286527,-31.2,8.91970875469,-44.4,2.45,20.8,Europa,1970-2015
278,1972,9.5,34.6,9.08260442216,-30.8,8.1449851394,-38.6,2.6,22.2,Europa,1970-2015
279,1973,8.4,35.5,9.61996412648,-32.4,8.66914650574,-39.8,2.0,22.2,Europa,1970-2015
280,1974,9.8,35.5,7.90402070993,-27.1,6.8780152184,-37.4,3.1,21.6,Europa,1970-2015
281,1975,9.3,34.7,8.69655841531,-30.7,7.86763137995,-37.7,2.96666666667,23.6,Europa,1970-2015
282,1976,8.9,36.7,10.0949043723,-37.1,9.20985498084,-43.0,2.0,22.0,Europa,1970-2015
283,1977,9.3,32.0,9.03339470565,-37.6,8.41541476303,-42.1,2.9,21.6,Europa,1970-2015
284,1978,9.125,32.8,9.8514186138,-35.6,9.61517730514,-44.2,2.5,21.4,Europa,1970-2015
285,1979,8.7,33.4,9.73004493378,-34.6,9.12443396918,-43.2,2.1,20.6,Europa,1970-2015
286,1980,9.1,34.7,9.89533647486,-36.6,9.5758061384,-41.8,2.2,21.7,Europa,1970-2015
287,1981,9.2,36.2,9.65975726509,-39.8,9.4101116651,-42.5,2.5,20.0,Europa,1970-2015
288,1982,9.55,36.3,9.47915059667,-32.8,8.64240736593,-41.1,2.7,20.7,Europa,1970-2015
289,1983,10.0,38.6,9.45236042712,-34.9,8.86515798822,-37.8,3.5,85.8,Europa,1970-2015
290,1984,9.7,37.1,8.78928622897,-28.7,8.11099966085,-35.4,3.0,22.5,Europa,1970-2015
291,1985,8.9,35.4,10.9636669142,-44.5,10.5720780877,-46.55,2.1,20.1,Europa,1970-2015
292,1986,9.4,36.2,10.0207031084,-35.2,9.30979444852,-39.4,3.0,21.0,Europa,1970-2015
293,1987,9.4,36.1,10.0733015482,-40.7,10.0068049772,-42.5,3.0,26.0,Europa,1970-2015
294,1988,9.8,37.4,9.50862551184,-33.9,8.9806293264,-40.3,3.4,24.2,Europa,1970-2015
295,1989,10.6333333333,35.5,8.56854594495,-29.4,7.49134331754,-37.4,3.9,23.5,Europa,1970-2015
296,1990,10.8,36.4,8.43845449525,-34.8,7.45064255625,-39.9,3.8,23.0,Europa,1970-2015
297,1991,9.6,36.1,8.80276098084,-26.5,8.17670060698,-37.7,3.1,22.5,Europa,1970-2015
298,1992,9.56666666667,38.6,8.97518222798,-23.5,7.80425416842,-35.3,3.25,24.9,Europa,1970-2015
299,1993,9.3,35.4,8.75978509689,-28.0,7.82902090586,-37.2,2.7,21.4,Europa,1970-2015
300,1994,10.1,39.6,9.59593633016,-32.2,8.68179083667,-39.5,3.3,24.4,Europa,1970-2015
301,1995,9.8,35.8,9.45574984217,-33.95,8.49161510032,-41.4,3.06666666667,21.1,Europa,1970-2015
302,1996,9.07083333333,34.8,9.4274142027,-27.9,8.79119371842,-36.5,2.45,19.3,Europa,1970-2015
303,1997,9.55,34.4,9.59682254553,-29.7,8.62581840263,-38.7,2.6,21.5,Europa,1970-2015
304,1998,9.9875,37.7,9.13522713527,-35.2,8.83228137202,-42.65,3.7,22.8,Europa,1970-2015
305,1999,10.4,36.4,9.71185631344,-46.0,8.75618170662,-49.5,3.7,21.0,Europa,1970-2015
306,2000,11.1666666667,38.2,8.41383534913,-30.0,7.56215102024,-34.8,4.8,24.2,Europa,1970-2015
307,2001,10.3,36.0,9.66388176034,-31.6,9.0405513297,-40.9,3.6,21.7,Europa,1970-2015
308,2002,10.6,37.5,9.8438172426,-33.3,8.9755347811,-39.75,3.6,22.3,Europa,1970-2015
309,2003,10.1,38.8,10.0378063714,-35.7,9.08012555502,-41.3,3.1,24.5,Europa,1970-2015
310,2004,10.3,35.6,8.90362158294,-29.4,8.18743831938,-34.9,3.6,22.2,Europa,1970-2015
311,2005,11.1,34.9,9.1195244148,-22.0,8.24368368344,-35.2,3.9,21.5,Europa,1970-2015
312,2006,11.0666666667,37.3,9.96710933527,-35.3,8.99624989765,-38.8,4.3,22.1,Europa,1970-2015
313,2007,11.1,38.8,8.86506847684,-29.0,8.0101142715,-38.8,4.05,26.0,Europa,1970-2015
314,2008,10.2,36.6,8.31696440537,-24.2,7.08621456824,-33.2,3.6,20.9,Europa,1970-2015
315,2009,10.4,36.6,9.49578259706,-30.5,8.34721131973,-36.6,3.6,20.8,Europa,1970-2015
316,2010,9.5775,38.2,10.9454762517,-34.4,10.0721182395,-41.3,2.53666666667,24.0,Europa,1970-2015
317,2011,11.5,37.9,9.26679768982,-31.5,8.49752574117,-40.2,4.3,21.3,Europa,1970-2015
318,2012,10.1,38.3,9.62212720867,-37.7,8.73286252764,-40.5,3.7,23.8666666667,Europa,1970-2015
319,2013,9.9,37.7,9.42123545677,-30.1,8.65753033199,-38.2,3.7,22.9,Europa,1970-2015
320,2014,11.4,35.8,9.140123232,-33.0,7.70861798588,-39.8,4.45,22.4,Europa,1970-2015
321,2015,11.1,38.9,8.18606572007,-35.0,7.00148003102,-38.0,4.1,23.5,Europa,1970-2015
322,1970,10.2,42.4,10.6255192449,-37.9,9.49458734823,-43.2,3.2,26.6,Europa,1970-2015
323,1971,10.6,42.2,9.79154405842,-31.2,9.00131304451,-44.4,3.3,25.2,Europa,1970-2015
324,1972,10.8,38.8,9.37729738475,-30.8,8.2126990814,-38.6,3.4,24.0,Europa,1970-2015
325,1973,9.9,41.6,9.99603164867,-32.4,8.78757094838,-39.8,2.8,25.4,Europa,1970-2015
326,1974,11.0,42.2,8.46495386247,-27.1,7.10944866949,-37.4,3.8,26.0,Europa,1970-2015
327,1975,10.6,44.0,9.11921516531,-30.7,7.99909373138,-37.7,3.7,26.0,Europa,1970-2015
328,1976,10.5,42.6,10.4089896684,-37.1,9.32418336937,-43.0,3.0,26.4,Europa,1970-2015
329,1977,10.7,38.4,9.44653515051,-37.6,8.49008966804,-42.1,3.8,23.4,Europa,1970-2015
330,1978,10.6,44.0,10.3151791888,-35.6,9.66404374152,-44.2,3.6,26.8,Europa,1970-2015
331,1979,10.2,42.6,10.2026475621,-34.6,9.27075532732,-43.2,3.2,28.2,Europa,1970-2015
332,1980,10.6,41.8,10.3461698528,-36.6,9.66374114936,-41.8,3.2,27.4,Europa,1970-2015
333,1981,11.0,43.0,10.1991424761,-39.8,9.53017751834,-42.5,3.66666666667,27.6,Europa,1970-2015
334,1982,11.0,43.4,9.89294552524,-32.8,8.77443870173,-41.1,3.6,28.0,Europa,1970-2015
335,1983,11.4,42.4,9.87524559374,-34.9,8.95664572206,-37.8,4.3,85.8,Europa,1970-2015
336,1984,11.1,43.4,9.28246179424,-28.7,8.22868953047,-35.4,4.0,26.0,Europa,1970-2015
337,1985,10.5,42.6,11.4347694486,-44.5,10.6278575766,-46.55,3.23333333333,26.8,Europa,1970-2015
338,1986,10.7,42.0,10.4475646496,-35.2,9.40931639475,-39.4,3.8,25.0,Europa,1970-2015
339,1987,10.6,40.6,10.6508302147,-40.7,10.1431288434,-42.5,4.0,28.0,Europa,1970-2015
340,1988,11.3,42.6,9.90549182263,-33.9,9.01532117667,-40.3,4.4,26.9,Europa,1970-2015
341,1989,12.05,44.8,9.10064939965,-29.4,7.73617835978,-37.4,4.7,27.0,Europa,1970-2015
342,1990,12.025,42.0,9.02810595556,-34.8,7.72254123271,-39.9,4.53333333333,28.0,Europa,1970-2015
343,1991,10.8,44.4,9.40967091703,-26.5,8.35616878817,-37.7,3.8,26.4,Europa,1970-2015
344,1992,11.0,43.2,9.42359107822,-23.5,7.95199255195,-35.3,4.0,26.4,Europa,1970-2015
345,1993,10.8,42.4,9.23978314832,-28.0,8.01957951724,-37.2,3.6,25.4,Europa,1970-2015
346,1994,11.5,46.1,10.0719489422,-32.2,8.81119262883,-39.5,4.125,25.2,Europa,1970-2015
347,1995,11.3666666667,46.6,9.98779804144,-33.95,8.70821687569,-41.4,4.2,27.4,Europa,1970-2015
348,1996,10.7666666667,42.2,10.004120076,-27.9,9.02174435104,-36.5,3.6,24.4,Europa,1970-2015
349,1997,11.1,39.7,10.0321395424,-29.7,8.81752232151,-38.7,3.66666666667,25.2,Europa,1970-2015
350,1998,11.35,41.2,9.72339182451,-35.2,8.97657185395,-42.65,4.4,28.0,Europa,1970-2015
351,1999,11.9,41.2,10.1011361822,-46.0,8.88902887953,-49.5,4.4,26.2,Europa,1970-2015
352,2000,12.4,42.6,8.95042494824,-30.0,7.7225922831,-34.8,5.4,25.6,Europa,1970-2015
353,2001,11.7666666667,41.4,10.1572517259,-31.6,9.17900870998,-40.9,4.6,25.7,Europa,1970-2015
354,2002,12.1,40.3,10.1748144585,-33.3,9.02846826477,-39.75,4.6,25.3,Europa,1970-2015
355,2003,11.7,45.2,10.4477830025,-35.7,9.25085608806,-41.3,4.1,27.2,Europa,1970-2015
356,2004,11.7666666667,44.3,9.47463585468,-29.4,8.43220467037,-34.9,4.4,29.9,Europa,1970-2015
357,2005,12.4,42.6,9.68294567919,-22.0,8.48437488698,-35.2,4.6,26.1,Europa,1970-2015
358,2006,12.6,43.6,10.3841225355,-35.3,9.1419037781,-38.8,5.2,27.8,Europa,1970-2015
359,2007,12.3,42.9,9.29334929608,-29.0,8.13712866902,-38.8,4.7,30.1,Europa,1970-2015
360,2008,11.6,41.2,8.87319309274,-24.2,7.36513617818,-33.2,4.3,26.0,Europa,1970-2015
361,2009,12.2,45.0,10.0798202373,-30.5,8.60935564386,-49.0,4.4,27.1,Europa,1970-2015
362,2010,11.1,43.0,11.3658471936,-34.4,10.2297164305,-41.3,3.6,28.2,Europa,1970-2015
363,2011,12.95,42.0,9.75008330608,-31.5,8.63752931284,-40.2,5.16666666667,28.3,Europa,1970-2015
364,2012,11.5,45.9,10.1824803106,-37.7,8.93181368867,-40.5,4.3,27.4,Europa,1970-2015
365,2013,11.625,42.8,9.88208828677,-30.1,8.81447059342,-38.2,4.575,26.7,Europa,1970-2015
366,2014,12.8,40.6,9.54645956807,-33.0,7.86922020949,-39.8,5.3,24.8,Europa,1970-2015
367,2015,12.3,43.0,8.89823768946,-35.0,7.30454800667,-38.0,4.7,27.8,Europa,1970-2015
368,1970,9.7,42.4,10.4962365609,-37.9,9.49893759404,-43.2,2.63333333333,26.6,Europa,1970-2015
369,1971,10.2333333333,42.2,9.53225657393,-31.2,8.73665657251,-44.4,2.85,25.2,Europa,1970-2015
370,1972,10.375,38.8,9.24462884192,-30.8,8.05865984749,-38.6,3.1,24.0,Europa,1970-2015
371,1973,9.5,41.6,9.74815251751,-32.4,8.5490569454,-39.8,2.4,25.4,Europa,1970-2015
372,1974,10.7,42.2,8.26360067942,-27.1,6.99062935433,-37.4,3.33333333333,26.0,Europa,1970-2015
373,1975,10.275,44.0,8.95986977271,-30.7,7.84045243788,-37.7,3.4,26.0,Europa,1970-2015
374,1976,9.9,42.6,10.2121158789,-37.1,9.15037411652,-43.0,2.6,26.4,Europa,1970-2015
375,1977,10.3,38.4,9.26835919049,-37.6,8.32966596109,-42.1,3.4,23.4,Europa,1970-2015
376,1978,10.25,44.0,10.1332136967,-35.8,9.5157755444,-44.2,3.1,26.8,Europa,1970-2015
377,1979,9.65,42.6,10.0886689527,-34.6,9.26574818171,-43.2,2.6,28.2,Europa,1970-2015
378,1980,10.2666666667,41.8,10.1818691244,-36.6,9.6221790441,-41.8,2.7,27.4,Europa,1970-2015
379,1981,10.5,43.0,10.0521038628,-39.8,9.44615810872,-42.5,3.0,27.6,Europa,1970-2015
380,1982,10.6,43.4,9.75934485536,-32.8,8.66275290468,-41.1,3.23333333333,28.0,Europa,1970-2015
381,1983,10.9333333333,42.4,9.61526372952,-34.9,8.71268515483,-37.8,3.9,85.8,Europa,1970-2015
382,1984,10.8,43.4,9.13466753759,-28.7,8.13047339469,-35.4,3.65,26.0,Europa,1970-2015
383,1985,10.0,42.6,11.2308316184,-44.5,10.5457825649,-46.55,2.6,26.8,Europa,1970-2015
384,1986,10.3,42.0,10.2034138375,-35.2,9.26740749164,-39.4,3.43333333333,25.0,Europa,1970-2015
385,1987,10.3,40.6,10.3159135578,-40.7,9.96432547185,-42.5,3.46,28.0,Europa,1970-2015
386,1988,10.8,42.6,9.68143688599,-33.9,8.79305514095,-47.4,3.8,26.9,Europa,1970-2015
387,1989,11.6,44.8,8.84804275041,-29.4,7.50574021898,-37.4,4.3,27.0,Europa,1970-2015
388,1990,11.7,42.0,8.71201656301,-34.8,7.4158767162,-39.9,4.3,28.0,Europa,1970-2015
389,1991,10.5,44.4,9.12917988699,-26.5,8.07631796692,-37.7,3.43333333333,26.4,Europa,1970-2015
390,1992,10.5,43.2,9.21009210259,-23.5,7.70190212141,-35.3,3.6,26.4,Europa,1970-2015
391,1993,10.3,42.4,8.95763186005,-28.0,7.76964824338,-45.1,3.15,25.4,Europa,1970-2015
392,1994,11.0,46.1,9.8957612171,-32.2,8.75253047246,-50.95,3.6,25.2,Europa,1970-2015
393,1995,10.825,46.6,9.80874505808,-33.95,8.58844836228,-49.55,3.53095238095,27.4,Europa,1970-2015
394,1996,10.45,42.2,9.83833317379,-27.9,8.94752022112,-36.5,3.1,24.4,Europa,1970-2015
395,1997,10.4828571429,39.7,9.84360516026,-29.7,8.61543557394,-38.7,3.2,25.2,Europa,1970-2015
396,1998,10.8,41.2,9.33373258413,-35.2,8.58179231154,-42.65,4.0,28.0,Europa,1970-2015
397,1999,11.4,41.2,9.86455807206,-46.0,8.65748734161,-49.5,4.1,26.2,Europa,1970-2015
398,2000,12.1333333333,42.6,8.63606895419,-30.0,7.50519614943,-34.8,5.1,25.6,Europa,1970-2015
399,2001,11.3666666667,41.4,9.92652072774,-31.6,9.03322003943,-40.9,4.07083333333,25.7,Europa,1970-2015
400,2002,11.5,40.3,10.0422587633,-33.3,8.8487665631,-39.75,4.0,25.3,Europa,1970-2015
401,2003,11.2,45.2,10.1491753063,-35.7,9.06116709246,-41.75,3.6,27.2,Europa,1970-2015
402,2004,11.4,44.3,9.23709833387,-29.4,8.26471846117,-34.9666666667,4.0,29.9,Europa,1970-2015
403,2005,12.0,42.6,9.42155935768,-22.0,8.30842830451,-35.2,4.16666666667,26.1,Europa,1970-2015
404,2006,12.1,43.6,10.1939201981,-35.3,9.00348031891,-38.8,5.0,27.8,Europa,1970-2015
405,2007,12.0,42.9,9.06562764641,-29.0,7.93546600356,-38.8,4.275,30.1,Europa,1970-2015
406,2008,11.2,41.2,8.67552049898,-24.2,7.18293477912,-37.6666666667,4.0,26.0,Europa,1970-2015
407,2009,11.7,45.0,9.84231092503,-30.5,8.44490710338,-49.0,3.98,27.1,Europa,1970-2015
408,2010,10.6,43.0,11.1837344907,-34.4,10.1843776105,-41.8333333333,3.1,28.2,Europa,1970-2015
409,2011,12.5,42.0,9.50532192022,-31.5,8.48708714243,-40.2,4.8,28.3,Europa,1970-2015
410,2012,11.05,45.9,9.83121016876,-37.7,8.67947059119,-40.5,4.0,27.4,Europa,1970-2015
411,2013,11.3,42.8,9.66997499249,-30.1,8.68015819069,-38.2,4.2,26.7,Europa,1970-2015
412,2014,12.4,40.6,9.36484521951,-33.0,7.64875177723,-39.8,5.0,24.8,Europa,1970-2015
413,2015,11.85,43.0,8.5517951623,-35.0,7.07241474436,-38.0,4.5,27.8,Europa,1970-2015
414,1970,9.2,42.4,10.7129760972,-37.9,9.89940987863,-43.2,2.2,26.6,Europa,1970-2015
415,1971,9.7,42.2,9.80139486315,-31.2,9.25061965388,-44.4,2.4,25.2,Europa,1970-2015
416,1972,9.92678571429,38.8,9.4912347604,-30.8,8.4795804711,-38.6,2.7,24.0,Europa,1970-2015
417,1973,9.0,41.6,9.9851168094,-34.5,9.02623391085,-39.8,2.0,25.4,Europa,1970-2015
418,1974,10.3,42.2,8.49309098534,-30.25,7.45913082889,-37.4,3.0,26.0,Europa,1970-2015
419,1975,9.9,44.0,9.09093274854,-30.7,8.21151669697,-37.7,3.0,26.0,Europa,1970-2015
420,1976,9.4,42.6,10.4371999599,-37.1,9.57427810077,-43.0,2.1,26.4,Europa,1970-2015
421,1977,9.8,38.4,9.51674889637,-39.2,8.77527127391,-43.0,2.85,23.4,Europa,1970-2015
422,1978,9.8,44.0,10.4353693029,-41.5,10.0652891831,-46.05,2.6,26.8,Europa,1970-2015
423,1979,9.2,42.6,10.3453085356,-34.6,9.70819739671,-43.2,2.2,28.2,Europa,1970-2015
424,1980,9.83333333333,41.8,10.5639243502,-36.6,10.249997492,-45.2,2.3,27.4,Europa,1970-2015
425,1981,10.0,43.0,10.3733863235,-39.8,10.0283977454,-43.1,2.475,27.6,Europa,1970-2015
426,1982,10.1,43.4,9.91734938238,-33.9,9.02344494872,-41.1,2.8,28.0,Europa,1970-2015
427,1983,10.5,42.4,9.84093625036,-34.9,9.20586664069,-37.8,3.45,85.8,Europa,1970-2015
428,1984,10.3,43.4,9.38593867096,-32.0,8.6448968602,-37.65,3.2,26.0,Europa,1970-2015
429,1985,9.44166666667,42.6,11.5303292027,-44.5,11.0892458281,-46.55,2.0,26.8,Europa,1970-2015
430,1986,9.8,42.0,10.4363551191,-35.2,9.73984868601,-42.3,3.0,25.0,Europa,1970-2015
431,1987,9.8,40.6,10.5111379269,-40.7,10.3547524846,-44.3,3.0,28.0,Europa,1970-2015
432,1988,10.3,42.6,9.97380479305,-33.9,9.31407555316,-47.4,3.3,26.9,Europa,1970-2015
433,1989,11.2,44.8,9.0398806575,-33.3,7.9152224305,-37.75,3.9,27.0,Europa,1970-2015
434,1990,11.2,42.0,8.90848891764,-34.8,7.84216844496,-39.9,3.9,28.0,Europa,1970-2015
435,1991,10.0,44.4,9.33192381834,-28.0,8.51884655677,-37.7,3.0,26.4,Europa,1970-2015
436,1992,10.0,43.2,9.36100202822,-23.5,8.09502424591,-35.3,3.2,26.4,Europa,1970-2015
437,1993,9.8,42.4,9.13556010989,-29.3,8.23704616495,-45.1,2.66666666667,25.4,Europa,1970-2015
438,1994,10.5,46.1,10.153510161,-32.5,9.29231819343,-53.4,3.12,25.2,Europa,1970-2015
439,1995,10.3,46.6,9.98980794809,-33.95,9.02222446669,-49.75,3.0,27.4,Europa,1970-2015
440,1996,9.975,42.2,9.98892842209,-29.8,9.34548765909,-52.4,2.625,24.4,Europa,1970-2015
441,1997,10.0,39.7,10.0262667741,-29.7,9.00585082583,-47.0,2.7,25.2,Europa,1970-2015
442,1998,10.3,41.2,9.58796347159,-36.2,9.10446627472,-45.5,3.5,28.0,Europa,1970-2015
443,1999,10.9,41.2,10.1356275701,-46.0,9.15320743218,-52.25,3.6,26.2,Europa,1970-2015
444,2000,11.7,42.6,8.84548242973,-30.0,7.96889919903,-47.55,4.7,25.6,Europa,1970-2015
445,2001,10.9,41.4,10.1166275042,-32.7,9.52665328093,-50.05,3.6,25.7,Europa,1970-2015
446,2002,11.1,40.3,10.3641851535,-34.8,9.36782504169,-46.2,3.5225,25.3,Europa,1970-2015
447,2003,10.7,45.2,10.3390508737,-35.7,9.49272914696,-50.75,3.16333333333,27.2,Europa,1970-2015
448,2004,10.9,44.3,9.45865013456,-29.4,8.74582324564,-49.5,3.5,29.9,Europa,1970-2015
449,2005,11.575,42.6,9.57022915848,-25.9,8.73054083105,-51.3,3.7,26.1,Europa,1970-2015
450,2006,11.6,43.6,10.3633184898,-35.3,9.36960940672,-56.8,4.47142857143,27.8,Europa,1970-2015
451,2007,11.5,42.9,9.30096873946,-29.0,8.43283574225,-50.1,3.8,30.1,Europa,1970-2015
452,2008,10.8,41.2,8.86357649145,-27.35,7.67702452862,-51.0,3.5,26.0,Europa,1970-2015
453,2009,11.1666666667,45.0,10.0720136102,-30.5,8.90606447045,-49.0,3.49285714286,27.1,Europa,1970-2015
454,2010,10.15,43.0,11.3884462155,-34.4,10.6379020352,-49.65,2.6,28.2,Europa,1970-2015
455,2011,12.0,42.0,9.7173103701,-32.2,8.93587543535,-54.05,4.33333333333,28.3,Europa,1970-2015
456,2012,10.5,45.9,10.0297169973,-37.7,9.10502754603,-40.5,3.53333333333,27.4,Europa,1970-2015
457,2013,10.8333333333,42.8,9.85873280368,-36.1,9.15371626704,-39.7,3.8,26.7,Europa,1970-2015
458,2014,11.9,40.6,9.67082808322,-39.4,8.16933453871,-42.7,4.5,24.8,Europa,1970-2015
459,2015,11.45,43.0,8.73620742395,-35.0,7.49929633872,-39.7,4.1,27.8,Europa,1970-2015
460,1970,9.2,42.4,10.7129760972,-37.9,9.89940987863,-43.2,2.2,26.6,Europa,1970-2015
461,1971,9.7,42.2,9.80139486315,-31.2,9.25061965388,-44.4,2.4,25.2,Europa,1970-2015
462,1972,9.92678571429,38.8,9.4912347604,-30.8,8.4795804711,-38.6,2.7,24.0,Europa,1970-2015
463,1973,9.0,41.6,9.9851168094,-34.5,9.02623391085,-39.8,2.0,25.4,Europa,1970-2015
464,1974,10.3,42.2,8.49309098534,-30.25,7.45913082889,-37.4,3.0,26.0,Europa,1970-2015
465,1975,9.9,44.0,9.09093274854,-30.7,8.21151669697,-37.7,3.0,26.0,Europa,1970-2015
466,1976,9.4,42.6,10.4371999599,-37.1,9.57427810077,-43.0,2.1,26.4,Europa,1970-2015
467,1977,9.8,38.4,9.51674889637,-39.2,8.77527127391,-43.0,2.85,23.4,Europa,1970-2015
468,1978,9.8,44.0,10.4353693029,-41.5,10.0652891831,-46.05,2.6,26.8,Europa,1970-2015
469,1979,9.2,42.6,10.3453085356,-34.6,9.70819739671,-43.2,2.2,28.2,Europa,1970-2015
470,1980,9.83333333333,41.8,10.5639243502,-36.6,10.249997492,-45.2,2.3,27.4,Europa,1970-2015
471,1981,10.0,43.0,10.3733863235,-39.8,10.0283977454,-43.1,2.475,27.6,Europa,1970-2015
472,1982,10.1,43.4,9.91734938238,-33.9,9.02344494872,-41.1,2.8,28.0,Europa,1970-2015
473,1983,10.5,42.4,9.84093625036,-34.9,9.20586664069,-37.8,3.45,85.8,Europa,1970-2015
474,1984,10.3,43.4,9.38593867096,-32.0,8.6448968602,-37.65,3.2,26.0,Europa,1970-2015
475,1985,9.44166666667,42.6,11.5303292027,-44.5,11.0892458281,-46.55,2.0,26.8,Europa,1970-2015
476,1986,9.8,42.0,10.4363551191,-35.2,9.73984868601,-42.3,3.0,25.0,Europa,1970-2015
477,1987,9.8,40.6,10.5111379269,-40.7,10.3547524846,-44.3,3.0,28.0,Europa,1970-2015
478,1988,10.3,42.6,9.97380479305,-33.9,9.31407555316,-47.4,3.3,26.9,Europa,1970-2015
479,1989,11.2,44.8,9.0398806575,-33.3,7.9152224305,-37.75,3.9,27.0,Europa,1970-2015
480,1990,11.2,42.0,8.90848891764,-34.8,7.84216844496,-39.9,3.9,28.0,Europa,1970-2015
481,1991,10.0,44.4,9.33192381834,-28.0,8.51884655677,-37.7,3.0,26.4,Europa,1970-2015
482,1992,10.0,43.2,9.36100202822,-23.5,8.09502424591,-35.3,3.2,26.4,Europa,1970-2015
483,1993,9.8,42.4,9.13556010989,-29.3,8.23704616495,-45.1,2.66666666667,25.4,Europa,1970-2015
484,1994,10.5,46.1,10.153510161,-32.5,9.29231819343,-53.4,3.12,25.2,Europa,1970-2015
485,1995,10.3,46.6,9.98980794809,-33.95,9.02222446669,-49.75,3.0,27.4,Europa,1970-2015
486,1996,9.975,42.2,9.98892842209,-29.8,9.34548765909,-52.4,2.625,24.4,Europa,1970-2015
487,1997,10.0,39.7,10.0262667741,-29.7,9.00585082583,-47.0,2.7,25.2,Europa,1970-2015
488,1998,10.3,41.2,9.58796347159,-36.2,9.10446627472,-45.5,3.5,28.0,Europa,1970-2015
489,1999,10.9,41.2,10.1356275701,-46.0,9.15320743218,-52.25,3.6,26.2,Europa,1970-2015
490,2000,11.7,42.6,8.84548242973,-30.0,7.96889919903,-47.55,4.7,25.6,Europa,1970-2015
491,2001,10.9,41.4,10.1166275042,-32.7,9.52665328093,-50.05,3.6,25.7,Europa,1970-2015
492,2002,11.1,40.3,10.3641851535,-34.8,9.36782504169,-46.2,3.5225,25.3,Europa,1970-2015
493,2003,10.7,45.2,10.3390508737,-35.7,9.49272914696,-50.75,3.16333333333,27.2,Europa,1970-2015
494,2004,10.9,44.3,9.45865013456,-29.4,8.74582324564,-49.5,3.5,29.9,Europa,1970-2015
495,2005,11.575,42.6,9.57022915848,-25.9,8.73054083105,-51.3,3.7,26.1,Europa,1970-2015
496,2006,11.6,43.6,10.3633184898,-35.3,9.36960940672,-56.8,4.47142857143,27.8,Europa,1970-2015
497,2007,11.5,42.9,9.30096873946,-29.0,8.43283574225,-50.1,3.8,30.1,Europa,1970-2015
498,2008,10.8,41.2,8.86357649145,-27.35,7.67702452862,-51.0,3.5,26.0,Europa,1970-2015
499,2009,11.1666666667,45.0,10.0720136102,-30.5,8.90606447045,-49.0,3.49285714286,27.1,Europa,1970-2015
500,2010,10.15,43.0,11.3884462155,-34.4,10.6379020352,-49.65,2.6,28.2,Europa,1970-2015
501,2011,12.0,42.0,9.7173103701,-32.2,8.93587543535,-54.05,4.33333333333,28.3,Europa,1970-2015
502,2012,10.5,45.9,10.0297169973,-37.7,9.10502754603,-40.5,3.53333333333,27.4,Europa,1970-2015
503,2013,10.8333333333,42.8,9.85873280368,-36.1,9.15371626704,-39.7,3.8,26.7,Europa,1970-2015
504,2014,11.9,40.6,9.67082808322,-39.4,8.16933453871,-42.7,4.5,24.8,Europa,1970-2015
505,2015,11.45,43.0,8.73620742395,-35.0,7.49929633872,-39.7,4.1,27.8,Europa,1970-2015
506,1970,30.6,42.2,2.9472678081,23.9,4.37428328568,8.1,23.3,29.4,Oceanía,1970-2015
507,1971,30.0,42.2,2.49415691258,24.0,4.49153224468,5.2,22.8,29.3,Oceanía,1970-2015
